Date,City,State,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2022-01-30,Chennai,Tamil Nadu,62.5,114.82,36.6,18.65,1.12,41.39,114.82
2022-01-30,Bangalore,Karnataka,30.67,121.28,41.9,18.8,0.58,36.73,121.28
2022-01-30,Hyderabad,Telangana,69.68,97.14,31.5,22.28,1.03,28.81,116.14
2022-01-30,Ahmedabad,Gujarat,88.77,164.53,58.11,25.55,0.96,36.5,164.53
2022-01-30,Pune,Maharashtra,76.76,145.84,37.09,16.4,1.06,36.17,145.84
2022-01-30,Jaipur,Rajasthan,110.21,215.08,50.58,32.8,1.32,31.01,215.08
2022-01-30,Lucknow,Uttar Pradesh,96.09,169.54,62.97,27.15,1.25,39.15,169.54
2022-01-31,Delhi,Delhi,156.38,301.15,75.25,22.96,1.93,34.64,301.15
2022-01-31,Mumbai,Maharashtra,81.62,185.49,70.63,16.63,0.87,27.1,185.49
2022-01-31,Kolkata,West Bengal,82.5,226.46,64.08,23.88,1.36,38.17,226.46
2022-01-31,Chennai,Tamil Nadu,113.21,145.24,,19.47,0.98,48.57,188.69
2022-01-31,Bangalore,Karnataka,73.92,166.72,40.86,21.69,0.68,41.51,166.72
2022-01-31,Hyderabad,Telangana,105.0,144.14,53.98,19.22,1.05,38.74,175.0
2022-01-31,Ahmedabad,Gujarat,115.71,229.46,59.47,16.96,1.63,31.13,229.46
2022-01-31,Pune,Maharashtra,127.25,190.78,50.76,17.05,1.49,31.97,212.08
2022-01-31,Jaipur,Rajasthan,129.38,244.62,73.9,25.84,1.79,30.12,244.62
2022-01-31,Lucknow,Uttar Pradesh,135.84,289.13,68.18,31.81,1.78,24.18,289.13
2022-02-01,Delhi,Delhi,149.01,324.32,72.57,24.74,2.12,40.29,324.32
2022-02-01,Mumbai,Maharashtra,91.74,197.41,56.16,22.04,1.46,38.87,197.41
2022-02-01,Kolkata,West Bengal,110.54,188.22,69.87,24.02,1.38,38.55,188.22
2022-02-01,Chennai,Tamil Nadu,91.55,158.08,,19.64,1.06,43.67,158.08
2022-02-01,Bangalore,Karnataka,88.98,74.39,54.92,21.95,0.75,45.54,148.3
2022-02-01,Hyderabad,Telangana,86.03,164.79,70.05,22.25,1.08,37.26,164.79
2022-02-01,Ahmedabad,Gujarat,,238.26,73.48,28.11,1.74,28.29,238.26
2022-02-01,Pune,Maharashtra,82.23,175.91,48.74,27.0,1.39,39.61,175.91
2022-02-01,Jaipur,Rajasthan,118.64,244.61,69.87,26.87,1.9,43.9,244.61
2022-02-01,Lucknow,Uttar Pradesh,148.05,198.53,75.72,21.63,1.66,31.38,246.75
2022-02-02,Delhi,Delhi,147.59,303.78,80.2,34.38,2.02,32.25,303.78
2022-02-02,Mumbai,Maharashtra,129.26,177.31,66.25,23.56,1.26,42.02,215.44
2022-02-02,Kolkata,West Bengal,109.67,255.75,67.27,18.9,1.74,22.86,255.75
2022-02-02,Chennai,Tamil Nadu,66.17,101.41,61.92,18.84,1.31,34.26,110.28
2022-02-02,Bangalore,Karnataka,81.48,117.54,,20.89,1.07,41.55,135.8
2022-02-02,Hyderabad,Telangana,93.94,,63.1,23.58,1.52,30.29,156.57
2022-02-02,Ahmedabad,Gujarat,138.41,210.47,77.67,17.14,1.84,32.07,230.69
2022-02-02,Pune,Maharashtra,77.86,173.75,62.76,27.08,1.26,22.83,173.75
2022-02-02,Jaipur,Rajasthan,112.26,194.57,72.3,22.08,1.67,29.88,194.57
2022-02-02,Lucknow,Uttar Pradesh,,211.72,82.11,24.18,2.41,32.52,211.72
2022-02-03,Delhi,Delhi,152.97,281.61,60.02,22.38,2.23,41.76,281.61
2022-02-03,Mumbai,Maharashtra,93.98,171.13,54.13,14.68,1.47,26.58,171.13
2022-02-03,Kolkata,West Bengal,104.27,221.09,73.26,22.61,1.49,16.74,221.09
2022-02-03,Chennai,Tamil Nadu,70.59,151.18,34.06,18.85,0.89,29.09,151.18
2022-02-03,Bangalore,Karnataka,65.26,158.88,48.15,16.17,1.04,44.07,158.88
2022-02-03,Hyderabad,Telangana,102.35,189.65,47.72,16.0,1.66,38.49,189.65
2022-02-03,Ahmedabad,Gujarat,124.64,242.98,73.47,29.51,1.61,23.72,242.98
2022-02-03,Pune,Maharashtra,99.4,171.6,54.76,17.06,0.99,42.2,171.6
2022-02-03,Jaipur,Rajasthan,125.84,254.97,74.47,27.87,2.12,37.35,254.97
2022-02-03,Lucknow,Uttar Pradesh,133.18,264.04,69.94,24.85,2.05,29.08,264.04
2022-02-04,Delhi,Delhi,144.97,305.96,89.94,28.78,1.99,31.67,305.96
2022-02-04,Mumbai,Maharashtra,73.4,162.04,65.26,14.07,1.1,34.29,162.04
2022-02-04,Kolkata,West Bengal,99.0,211.54,76.01,19.04,1.12,32.1,211.54
2022-02-04,Chennai,Tamil Nadu,95.94,183.98,60.87,28.11,1.43,34.4,183.98
2022-02-04,Bangalore,Karnataka,21.86,172.35,34.78,11.27,0.93,51.89,172.35
2022-02-04,Hyderabad,Telangana,75.27,185.2,53.44,23.46,1.44,27.96,185.2
2022-02-04,Ahmedabad,Gujarat,109.65,241.15,57.74,20.33,2.09,28.02,241.15
2022-02-04,Pune,Maharashtra,,157.2,45.85,21.18,0.86,37.85,157.2
2022-02-04,Jaipur,Rajasthan,107.4,226.34,87.9,27.09,1.72,35.31,226.34
2022-02-04,Lucknow,Uttar Pradesh,164.67,280.32,73.06,28.72,1.6,33.16,280.32
2022-02-05,Delhi,Delhi,123.87,211.34,61.33,23.55,1.28,37.99,211.34
2022-02-05,Mumbai,Maharashtra,65.97,92.68,53.11,14.87,0.87,30.12,109.94
2022-02-05,Kolkata,West Bengal,97.43,116.83,54.58,23.24,1.36,22.15,162.38
2022-02-05,Chennai,Tamil Nadu,,97.64,41.98,13.73,0.74,33.75,97.64
2022-02-05,Bangalore,Karnataka,65.46,149.66,27.81,14.85,0.94,49.37,149.66
2022-02-05,Hyderabad,Telangana,57.94,139.17,22.73,14.63,1.08,28.5,139.17
2022-02-05,Ahmedabad,Gujarat,113.99,,52.25,23.44,1.5,28.3,189.98
2022-02-05,Pune,Maharashtra,65.46,102.15,50.78,17.99,0.68,39.56,109.1
2022-02-05,Jaipur,Rajasthan,82.01,146.91,50.96,26.28,1.05,30.63,146.91
2022-02-05,Lucknow,Uttar Pradesh,93.58,193.39,58.88,26.68,1.72,31.84,193.39
2022-02-06,Delhi,Delhi,118.15,203.41,66.67,31.98,1.83,27.06,203.41
2022-02-06,Mumbai,Maharashtra,57.58,99.13,27.83,9.0,0.98,36.51,99.13
2022-02-06,Kolkata,West Bengal,70.66,151.74,48.8,20.06,0.83,29.6,151.74
2022-02-06,Chennai,Tamil Nadu,74.88,77.76,41.51,16.28,0.9,37.66,124.8
2022-02-06,Bangalore,Karnataka,61.58,139.12,32.52,18.33,0.52,46.06,139.12
2022-02-06,Hyderabad,Telangana,64.15,150.77,46.87,15.62,1.08,29.14,150.77
2022-02-06,Ahmedabad,Gujarat,58.28,176.73,47.39,26.34,1.63,36.59,176.73
2022-02-06,Pune,Maharashtra,31.76,99.74,32.98,20.17,0.78,26.47,99.74
2022-02-06,Jaipur,Rajasthan,93.79,187.7,52.15,31.96,1.52,39.97,187.7
2022-02-06,Lucknow,Uttar Pradesh,87.8,184.23,,31.79,1.4,33.38,184.23
2022-02-07,Delhi,Delhi,132.53,332.49,82.92,32.18,1.95,30.01,332.49
2022-02-07,Mumbai,Maharashtra,75.73,203.49,65.42,27.0,1.28,34.84,203.49
2022-02-07,Kolkata,West Bengal,143.89,159.48,56.97,30.14,1.49,34.67,239.81
2022-02-07,Chennai,Tamil Nadu,81.8,196.98,59.58,22.9,0.98,33.68,196.98
2022-02-07,Bangalore,Karnataka,78.3,,43.44,16.64,1.26,37.71,130.51
2022-02-07,Hyderabad,Telangana,74.27,186.19,46.9,18.0,1.38,42.43,186.19
2022-02-07,Ahmedabad,Gujarat,112.18,219.89,66.65,22.82,1.74,30.0,219.89
2022-02-07,Pune,Maharashtra,89.99,174.61,55.1,22.3,1.01,35.84,174.61
2022-02-07,Jaipur,Rajasthan,116.62,254.1,79.03,23.91,2.11,31.04,254.1
2022-02-07,Lucknow,Uttar Pradesh,142.8,286.63,63.32,25.5,2.06,34.81,286.63
2022-02-08,Delhi,Delhi,138.85,293.66,79.88,27.7,1.97,43.5,293.66
2022-02-08,Mumbai,Maharashtra,91.21,174.29,65.28,15.89,1.42,34.86,174.29
2022-02-08,Kolkata,West Bengal,129.73,238.8,70.03,26.74,1.73,30.36,238.8
2022-02-08,Chennai,Tamil Nadu,62.94,121.76,60.31,22.22,1.54,40.58,121.76
2022-02-08,Bangalore,Karnataka,77.64,105.06,49.37,20.53,0.94,38.9,129.4
2022-02-08,Hyderabad,Telangana,110.33,215.83,62.04,22.09,1.36,35.96,215.83
2022-02-08,Ahmedabad,Gujarat,121.03,205.16,50.08,19.87,1.61,27.49,205.16
2022-02-08,Pune,Maharashtra,76.51,148.9,46.57,24.36,0.87,43.79,148.9
2022-02-08,Jaipur,Rajasthan,121.92,243.27,81.88,19.11,1.87,28.96,243.27
2022-02-08,Lucknow,Uttar Pradesh,149.61,284.5,71.37,22.89,1.96,38.5,284.5
2022-02-09,Delhi,Delhi,139.0,,67.51,26.89,2.23,36.57,231.66
2022-02-09,Mumbai,Maharashtra,74.8,161.51,55.24,25.19,1.42,38.35,161.51
2022-02-09,Kolkata,West Bengal,109.96,241.44,56.63,21.08,1.29,32.77,241.44
2022-02-09,Chennai,Tamil Nadu,81.57,180.79,61.09,9.21,1.03,42.24,180.79
2022-02-09,Bangalore,Karnataka,85.76,171.93,45.6,15.18,0.88,35.07,171.93
2022-02-09,Hyderabad,Telangana,92.35,136.41,62.47,22.08,1.56,29.33,153.91
2022-02-09,Ahmedabad,Gujarat,98.93,186.2,76.86,27.87,1.64,31.71,186.2
2022-02-09,Pune,Maharashtra,49.04,162.66,58.22,24.2,1.14,32.86,162.66
2022-02-09,Jaipur,Rajasthan,113.08,255.08,90.72,24.43,1.84,25.73,255.08
2022-02-09,Lucknow,Uttar Pradesh,150.39,299.25,72.61,19.86,1.85,40.58,299.25
2022-02-10,Delhi,Delhi,139.93,280.99,74.74,24.56,1.91,40.06,280.99
2022-02-10,Mumbai,Maharashtra,68.59,182.42,56.93,22.56,1.21,35.05,182.42
2022-02-10,Kolkata,West Bengal,,167.17,63.76,30.78,1.68,24.29,167.17
2022-02-10,Chennai,Tamil Nadu,87.19,198.51,54.83,21.12,1.1,46.47,198.51
2022-02-10,Bangalore,Karnataka,97.85,151.04,59.33,21.95,0.95,25.35,163.08
2022-02-10,Hyderabad,Telangana,93.76,132.29,53.46,25.31,1.4,31.57,156.26
2022-02-10,Ahmedabad,Gujarat,117.5,238.29,70.81,30.02,1.79,19.99,238.29
2022-02-10,Pune,Maharashtra,68.03,132.69,43.37,17.99,1.25,20.49,132.69
2022-02-10,Jaipur,Rajasthan,131.93,270.96,65.59,25.33,1.6,33.65,270.96
2022-02-10,Lucknow,Uttar Pradesh,129.14,315.54,79.61,28.19,1.93,33.23,315.54
2022-02-11,Delhi,Delhi,127.72,296.42,70.96,32.44,2.03,36.32,296.42
2022-02-11,Mumbai,Maharashtra,75.95,199.69,63.64,22.4,1.39,34.62,199.69
2022-02-11,Kolkata,West Bengal,58.29,199.89,77.55,13.23,1.89,31.41,199.89
2022-02-11,Chennai,Tamil Nadu,52.32,115.95,48.64,15.2,1.52,27.5,115.95
2022-02-11,Bangalore,Karnataka,94.83,117.77,36.44,22.28,0.93,37.71,158.04
2022-02-11,Hyderabad,Telangana,96.95,171.85,66.01,18.28,1.3,34.11,171.85
2022-02-11,Ahmedabad,Gujarat,114.0,245.86,59.05,23.08,2.06,30.15,245.86
2022-02-11,Pune,Maharashtra,92.89,189.68,52.31,21.12,1.5,39.12,189.68
2022-02-11,Jaipur,Rajasthan,128.03,282.41,67.8,22.66,2.14,31.1,282.41
2022-02-11,Lucknow,Uttar Pradesh,141.85,249.05,76.36,24.9,2.05,30.06,249.05
2022-02-12,Delhi,Delhi,112.38,194.98,50.74,30.7,1.33,33.48,194.98
2022-02-12,Mumbai,Maharashtra,32.76,120.57,51.77,25.67,1.32,23.71,120.57
2022-02-12,Kolkata,West Bengal,63.26,152.07,51.38,23.68,1.0,26.49,152.07
2022-02-12,Chennai,Tamil Nadu,71.36,107.01,28.96,21.48,0.71,34.3,118.93
2022-02-12,Bangalore,Karnataka,64.82,147.87,44.46,10.99,1.32,28.93,147.87
2022-02-12,Hyderabad,Telangana,72.72,137.68,41.08,15.14,0.87,36.56,137.68
2022-02-12,Ahmedabad,Gujarat,101.14,168.2,43.03,26.32,1.2,38.97,168.57
2022-02-12,Pune,Maharashtra,61.48,126.69,40.78,22.54,0.86,28.94,126.69
2022-02-12,Jaipur,Rajasthan,109.02,174.62,51.11,28.51,1.27,28.78,181.71
2022-02-12,Lucknow,Uttar Pradesh,,236.41,56.81,34.79,1.55,32.22,236.41
2022-02-13,Delhi,Delhi,97.94,209.95,45.56,22.53,1.34,29.69,209.95
2022-02-13,Mumbai,Maharashtra,62.43,152.33,46.3,14.57,0.96,35.52,152.33
2022-02-13,Kolkata,West Bengal,66.39,121.76,54.83,18.31,1.33,36.78,121.76
2022-02-13,Chennai,Tamil Nadu,39.07,65.33,38.12,13.96,0.75,37.65,65.33
2022-02-13,Bangalore,Karnataka,63.61,112.06,41.56,15.23,0.53,37.92,112.06
2022-02-13,Hyderabad,Telangana,61.53,104.42,49.93,13.12,0.91,41.11,104.42
2022-02-13,Ahmedabad,Gujarat,74.59,142.7,46.04,24.31,1.5,27.34,142.7
2022-02-13,Pune,Maharashtra,42.74,129.9,36.41,19.75,0.92,37.21,129.9
2022-02-13,Jaipur,Rajasthan,81.89,224.94,59.88,27.92,1.51,20.92,224.94
2022-02-13,Lucknow,Uttar Pradesh,121.64,253.38,60.76,26.74,1.38,29.36,253.38
2022-02-14,Delhi,Delhi,,304.36,89.21,36.41,1.9,27.38,304.36
2022-02-14,Mumbai,Maharashtra,91.71,196.42,35.69,25.03,1.45,26.15,196.42
2022-02-14,Kolkata,West Bengal,113.23,204.01,64.85,20.93,1.58,24.96,204.01
2022-02-14,Chennai,Tamil Nadu,75.22,169.16,56.78,26.18,0.91,34.01,169.16
2022-02-14,Bangalore,Karnataka,68.77,139.24,49.14,12.74,1.16,41.09,139.24
2022-02-14,Hyderabad,Telangana,109.98,152.59,51.31,15.93,1.2,34.72,183.29
2022-02-14,Ahmedabad,Gujarat,125.18,219.39,60.8,21.32,1.76,21.9,219.39
2022-02-14,Pune,Maharashtra,87.61,217.89,51.18,27.85,1.07,37.05,217.89
2022-02-14,Jaipur,Rajasthan,131.58,262.52,67.54,21.01,1.78,34.83,262.52
2022-02-14,Lucknow,Uttar Pradesh,152.3,264.57,73.88,29.07,1.84,21.64,264.57
2022-02-15,Delhi,Delhi,136.29,321.91,80.75,30.81,1.94,39.5,321.91
2022-02-15,Mumbai,Maharashtra,93.14,159.53,58.26,18.9,1.41,34.62,159.53
2022-02-15,Kolkata,West Bengal,107.16,204.83,69.27,23.56,1.71,32.03,204.83
2022-02-15,Chennai,Tamil Nadu,81.99,171.88,59.94,19.6,1.39,33.18,171.88
2022-02-15,Bangalore,Karnataka,98.39,128.91,41.83,14.11,1.08,44.62,163.98
2022-02-15,Hyderabad,Telangana,,161.63,57.82,22.34,1.39,34.23,161.63
2022-02-15,Ahmedabad,Gujarat,124.59,221.05,63.8,28.15,1.42,29.87,221.05
2022-02-15,Pune,Maharashtra,100.65,120.61,42.88,28.31,1.14,42.82,167.75
2022-02-15,Jaipur,Rajasthan,129.64,286.91,77.12,27.1,1.73,43.44,286.91
2022-02-15,Lucknow,Uttar Pradesh,150.74,256.15,71.27,16.99,1.68,26.61,256.15
2022-02-16,Delhi,Delhi,130.55,307.9,85.11,27.82,2.38,35.04,307.9
2022-02-16,Mumbai,Maharashtra,78.66,244.48,58.84,21.18,1.45,24.59,244.48
2022-02-16,Kolkata,West Bengal,140.76,246.44,61.31,24.28,1.75,27.11,246.44
2022-02-16,Chennai,Tamil Nadu,71.18,162.49,50.98,10.65,1.16,37.68,162.49
2022-02-16,Bangalore,Karnataka,98.88,179.82,42.16,12.21,0.74,29.36,179.82
2022-02-16,Hyderabad,Telangana,77.25,159.85,74.44,19.2,1.41,27.92,159.85
2022-02-16,Ahmedabad,Gujarat,125.84,277.1,85.96,27.37,1.5,31.8,277.1
2022-02-16,Pune,Maharashtra,103.64,230.85,52.12,15.78,1.18,33.68,230.85
2022-02-16,Jaipur,Rajasthan,122.32,249.69,69.33,25.35,1.6,30.77,249.69
2022-02-16,Lucknow,Uttar Pradesh,139.23,264.31,82.64,24.29,2.04,33.29,264.31
2022-02-17,Delhi,Delhi,149.02,318.98,74.33,29.19,2.44,43.4,318.98
2022-02-17,Mumbai,Maharashtra,44.62,188.2,65.8,17.39,1.31,18.03,188.2
2022-02-17,Kolkata,West Bengal,91.84,243.39,82.57,26.51,1.35,31.11,243.39
2022-02-17,Chennai,Tamil Nadu,49.17,141.48,52.56,19.6,1.42,41.93,141.48
2022-02-17,Bangalore,Karnataka,67.19,132.9,49.04,13.87,0.9,29.7,132.9
2022-02-17,Hyderabad,Telangana,85.41,214.88,60.62,21.97,1.32,27.77,214.88
2022-02-17,Ahmedabad,Gujarat,130.86,252.08,73.64,28.52,1.71,35.19,252.08
2022-02-17,Pune,Maharashtra,,152.42,37.4,14.66,1.08,36.32,152.42
2022-02-17,Jaipur,Rajasthan,153.28,248.99,79.43,27.48,1.94,30.44,255.47
2022-02-17,Lucknow,Uttar Pradesh,123.76,313.9,84.36,28.5,2.17,37.49,313.9
2022-02-18,Delhi,Delhi,146.4,336.05,92.1,33.27,2.43,32.77,336.05
2022-02-18,Mumbai,Maharashtra,112.78,183.73,59.14,25.67,1.69,26.45,187.97
2022-02-18,Kolkata,West Bengal,97.95,197.03,57.85,23.05,1.57,34.86,197.03
2022-02-18,Chennai,Tamil Nadu,73.99,177.94,,18.91,1.29,22.74,177.94
2022-02-18,Bangalore,Karnataka,105.01,,46.71,17.68,0.86,37.76,175.02
2022-02-18,Hyderabad,Telangana,74.18,197.95,54.07,21.59,1.24,26.73,197.95
2022-02-18,Ahmedabad,Gujarat,124.9,288.88,85.19,21.25,1.69,25.94,288.88
2022-02-18,Pune,Maharashtra,91.27,158.38,,25.64,1.08,30.94,158.38
2022-02-18,Jaipur,Rajasthan,149.69,273.55,76.9,28.11,1.85,38.4,273.55
2022-02-18,Lucknow,Uttar Pradesh,130.89,290.12,73.8,33.67,2.24,29.99,290.12
2022-02-19,Delhi,Delhi,118.39,224.52,61.99,26.23,1.48,31.75,224.52
2022-02-19,Mumbai,Maharashtra,,171.55,45.5,28.31,0.73,31.51,171.55
2022-02-19,Kolkata,West Bengal,41.08,157.12,40.11,25.0,1.16,34.44,157.12
2022-02-19,Chennai,Tamil Nadu,50.13,120.49,36.3,16.89,1.16,25.46,120.49
2022-02-19,Bangalore,Karnataka,50.78,123.25,35.29,19.65,0.76,34.67,123.25
2022-02-19,Hyderabad,Telangana,56.23,122.54,47.49,21.43,1.18,37.02,122.54
2022-02-19,Ahmedabad,Gujarat,112.79,198.62,50.61,18.47,1.43,33.38,198.62
2022-02-19,Pune,Maharashtra,69.84,103.42,45.92,25.91,0.83,36.48,116.41
2022-02-19,Jaipur,Rajasthan,92.91,235.8,58.66,28.88,1.23,36.77,235.8
2022-02-19,Lucknow,Uttar Pradesh,,214.43,63.37,29.89,1.5,35.63,214.43
2022-02-20,Delhi,Delhi,115.04,232.24,70.3,22.42,1.64,40.42,232.24
2022-02-20,Mumbai,Maharashtra,53.78,137.94,35.1,19.76,0.92,35.62,137.94
2022-02-20,Kolkata,West Bengal,87.55,155.7,55.96,22.12,1.14,29.63,155.7
2022-02-20,Chennai,Tamil Nadu,38.68,117.1,39.58,22.8,0.79,31.64,117.1
2022-02-20,Bangalore,Karnataka,59.76,103.57,36.96,16.37,0.32,30.21,103.57
2022-02-20,Hyderabad,Telangana,73.6,119.08,46.61,20.63,0.79,45.94,122.66
2022-02-20,Ahmedabad,Gujarat,83.48,182.81,49.08,24.81,1.24,27.45,182.81
2022-02-20,Pune,Maharashtra,55.44,111.07,30.32,21.76,0.99,31.36,111.07
2022-02-20,Jaipur,Rajasthan,129.06,274.61,49.96,27.88,1.18,45.64,274.61
2022-02-20,Lucknow,Uttar Pradesh,87.27,235.27,51.79,23.96,1.6,39.71,235.27
2022-02-21,Delhi,Delhi,138.04,312.78,79.12,16.64,1.96,26.59,312.78
2022-02-21,Mumbai,Maharashtra,100.38,238.82,75.65,22.59,1.34,23.29,238.82
2022-02-21,Kolkata,West Bengal,114.04,229.12,67.12,25.84,1.47,35.1,229.12
2022-02-21,Chennai,Tamil Nadu,55.4,197.92,52.04,12.66,1.18,29.32,197.92
2022-02-21,Bangalore,Karnataka,90.49,128.81,44.2,23.93,0.94,33.96,150.82
2022-02-21,Hyderabad,Telangana,97.76,,69.28,14.35,1.31,40.78,162.94
2022-02-21,Ahmedabad,Gujarat,114.93,263.13,83.26,26.66,1.92,35.68,263.13
2022-02-21,Pune,Maharashtra,73.57,189.55,48.01,17.64,1.23,38.5,189.55
2022-02-21,Jaipur,Rajasthan,128.98,263.1,73.44,27.65,1.56,28.38,263.1
2022-02-21,Lucknow,Uttar Pradesh,124.23,294.71,83.64,32.51,2.02,25.1,294.71
2022-02-22,Delhi,Delhi,158.55,,78.79,24.31,2.06,34.83,264.25
2022-02-22,Mumbai,Maharashtra,116.18,188.28,69.74,21.38,1.44,29.06,193.63
2022-02-22,Kolkata,West Bengal,113.46,175.19,,25.06,2.09,24.75,189.1
2022-02-22,Chennai,Tamil Nadu,80.23,154.11,51.84,19.36,1.21,39.92,154.11
2022-02-22,Bangalore,Karnataka,49.71,151.99,56.2,22.63,1.28,35.81,151.99
2022-02-22,Hyderabad,Telangana,86.05,226.44,56.61,19.48,1.26,31.34,226.44
2022-02-22,Ahmedabad,Gujarat,108.72,207.32,89.81,26.42,1.7,26.29,207.32
2022-02-22,Pune,Maharashtra,74.53,,50.98,19.86,0.99,33.41,124.22
2022-02-22,Jaipur,Rajasthan,120.39,263.21,72.72,28.19,1.8,32.94,263.21
2022-02-22,Lucknow,Uttar Pradesh,,292.45,68.64,21.53,2.32,22.44,292.45
2022-02-23,Delhi,Delhi,171.75,349.91,81.1,26.66,1.8,40.66,349.91
2022-02-23,Mumbai,Maharashtra,96.29,205.89,78.53,20.09,1.29,34.07,205.89
2022-02-23,Kolkata,West Bengal,121.62,177.36,65.7,30.09,1.55,28.44,202.69
2022-02-23,Chennai,Tamil Nadu,113.55,143.2,49.42,23.81,1.24,31.59,189.25
2022-02-23,Bangalore,Karnataka,77.05,96.86,41.46,19.99,0.59,39.61,128.41
2022-02-23,Hyderabad,Telangana,93.23,172.18,64.14,26.65,1.16,28.76,172.18
2022-02-23,Ahmedabad,Gujarat,119.7,228.47,70.61,21.32,1.52,29.53,228.47
2022-02-23,Pune,Maharashtra,78.68,174.38,56.9,21.39,1.22,32.23,174.38
2022-02-23,Jaipur,Rajasthan,159.26,265.03,93.36,30.51,2.32,27.12,265.43
2022-02-23,Lucknow,Uttar Pradesh,147.14,319.14,93.04,29.15,1.92,32.84,319.14
2022-02-24,Delhi,Delhi,123.41,299.25,85.46,23.45,1.82,33.58,299.25
2022-02-24,Mumbai,Maharashtra,76.66,216.93,52.45,20.06,1.37,25.95,216.93
2022-02-24,Kolkata,West Bengal,120.5,200.8,60.68,26.91,1.89,31.21,200.83
2022-02-24,Chennai,Tamil Nadu,81.97,154.39,57.17,9.93,1.12,29.33,154.39
2022-02-24,Bangalore,Karnataka,54.29,127.31,51.28,22.13,1.02,43.74,127.31
2022-02-24,Hyderabad,Telangana,97.46,193.01,51.69,21.68,1.09,30.78,193.01
2022-02-24,Ahmedabad,Gujarat,114.87,267.87,76.29,16.84,1.52,25.98,267.87
2022-02-24,Pune,Maharashtra,83.38,148.81,51.34,26.86,0.95,35.89,148.81
2022-02-24,Jaipur,Rajasthan,126.22,255.6,61.62,28.91,1.9,27.89,255.6
2022-02-24,Lucknow,Uttar Pradesh,132.02,298.41,90.18,30.12,2.06,36.69,298.41
2022-02-25,Delhi,Delhi,162.18,312.45,82.21,27.35,2.36,23.0,312.45
2022-02-25,Mumbai,Maharashtra,111.15,200.48,66.84,27.21,1.18,21.29,200.48
2022-02-25,Kolkata,West Bengal,94.04,235.1,73.84,23.66,1.61,34.12,235.1
2022-02-25,Chennai,Tamil Nadu,71.6,160.44,62.1,23.87,1.12,39.47,160.44
2022-02-25,Bangalore,Karnataka,93.24,174.59,32.52,9.42,0.72,35.31,174.59
2022-02-25,Hyderabad,Telangana,82.31,171.12,33.34,18.48,1.22,34.02,171.12
2022-02-25,Ahmedabad,Gujarat,,252.41,64.76,21.69,1.81,29.31,252.41
2022-02-25,Pune,Maharashtra,102.86,,64.77,20.52,1.09,39.59,171.43
2022-02-25,Jaipur,Rajasthan,129.59,312.96,73.67,31.41,1.92,28.52,312.96
2022-02-25,Lucknow,Uttar Pradesh,144.94,291.28,84.12,30.81,1.9,36.63,291.28
2022-02-26,Delhi,Delhi,94.95,235.83,70.5,25.21,1.46,38.96,235.83
2022-02-26,Mumbai,Maharashtra,65.07,183.1,42.39,26.43,1.14,35.89,183.1
2022-02-26,Kolkata,West Bengal,96.93,166.1,75.61,26.7,0.99,20.27,166.1
2022-02-26,Chennai,Tamil Nadu,79.27,94.17,38.63,15.97,1.07,33.29,132.12
2022-02-26,Bangalore,Karnataka,65.98,106.7,35.43,19.87,0.85,24.04,109.96
2022-02-26,Hyderabad,Telangana,51.97,142.25,51.08,29.04,0.94,24.09,142.25
2022-02-26,Ahmedabad,Gujarat,110.12,136.26,,23.84,1.32,22.64,183.54
2022-02-26,Pune,Maharashtra,86.49,115.61,39.66,19.65,0.86,33.16,144.15
2022-02-26,Jaipur,Rajasthan,89.93,192.66,63.42,24.83,1.51,32.3,192.66
2022-02-26,Lucknow,Uttar Pradesh,118.14,238.22,71.96,28.22,1.41,28.5,238.22
2022-02-27,Delhi,Delhi,112.72,212.79,63.03,29.94,1.51,26.22,212.79
2022-02-27,Mumbai,Maharashtra,69.41,134.67,54.43,23.34,1.18,34.23,134.67
2022-02-27,Kolkata,West Bengal,75.53,155.96,58.45,18.77,1.14,21.85,155.96
2022-02-27,Chennai,Tamil Nadu,81.5,159.58,48.53,17.19,0.58,34.42,159.58
2022-02-27,Bangalore,Karnataka,61.04,161.31,23.68,12.15,0.53,39.87,161.31
2022-02-27,Hyderabad,Telangana,66.15,141.21,37.18,21.23,0.85,32.09,141.21
2022-02-27,Ahmedabad,Gujarat,116.96,217.55,58.21,22.42,1.15,20.49,217.55
2022-02-27,Pune,Maharashtra,52.13,109.98,50.37,20.01,0.72,41.88,109.98
2022-02-27,Jaipur,Rajasthan,106.03,172.82,59.12,32.98,1.86,34.17,176.72
2022-02-27,Lucknow,Uttar Pradesh,92.77,230.03,63.17,25.51,1.62,28.09,230.03
2022-02-28,Delhi,Delhi,142.62,330.74,,27.0,2.37,18.2,330.74
2022-02-28,Mumbai,Maharashtra,102.22,205.46,54.32,21.23,1.31,24.96,205.46
2022-02-28,Kolkata,West Bengal,124.82,,79.19,23.1,1.87,27.63,208.03
2022-02-28,Chennai,Tamil Nadu,77.67,175.64,52.25,23.11,1.1,31.16,175.64
2022-02-28,Bangalore,Karnataka,94.4,111.78,50.33,24.32,0.9,37.11,157.34
2022-02-28,Hyderabad,Telangana,84.29,162.17,62.52,24.36,1.63,25.81,162.17
2022-02-28,Ahmedabad,Gujarat,130.68,260.87,87.79,26.51,1.6,29.47,260.87
